0	12
1	12
2	12
3	14
4	13
5	13
6	12
7	13
8	14
9	15
10	15
11	48
12	14
13	14
14	12
15	10
16	6
17	7
18	6
19	8
20	7
21	5
22	8
23	9
24	12
25	17
26	17
27	23
28	15
29	19
30	15
31	16
32	15
33	14
34	12
35	13
36	18
37	15
38	15
39	18
40	15
41	15
42	16
43	17
44	15
45	14
46	12
47	13
48	14
49	17
50	18
51	14
52	15
53	18
54	15
55	15
56	14
57	15
58	16
59	16
60	15
61	15
62	15
63	14
64	14
65	19
66	20
67	18
68	49
69	79
70	32
71	48
72	20
73	16
74	16
75	11
76	9
77	7
78	10
79	11
80	10
81	11
82	10
83	12
84	12
85	11
86	11
87	11
88	10
89	10
90	10
91	11
92	13
93	39
94	10
95	10
96	10
97	13
98	10
99	10
100	11
101	11
102	11
103	10
104	9
105	10
106	10
107	11
108	10
109	9
110	9
111	11
112	13
113	14
114	9
115	9
116	11
117	12
118	10
119	10
120	10
121	10
122	16
123	10
124	11
125	17
126	10
127	9
128	13
129	15
130	12
131	11
132	11
133	10
134	9
135	10
135	11
