0	10	13	10
1	10	12	10
2	12	13	9
3	10	11	9
4	11	11	10
5	10	13	10
6	11	12	10
7	12	15	10
8	12	14	10
9	24	27	10
10	10	12	9
11	13	15	9
12	16	22	3
13	9	10	4
14	8	8	4
15	7	8	4
16	10	11	7
17	9	11	8
18	6	8	5
19	10	11	3
20	8	8	5
21	12	13	9
22	13	14	10
23	14	16	11
24	14	16	10
25	16	16	8
26	15	15	9
27	12	14	10
28	12	14	9
29	13	15	9
30	14	16	11
31	14	16	10
32	14	16	11
33	14	18	12
34	15	17	11
35	13	16	11
36	14	17	12
37	15	16	9
38	15	17	12
39	12	15	10
40	14	17	11
41	13	15	11
42	11	14	9
43	12	14	10
44	13	14	10
45	13	16	11
46	13	15	10
47	14	16	9
48	14	15	9
49	13	15	10
50	20	24	11
51	22	25	14
52	17	18	13
53	16	18	13
54	14	16	11
55	20	21	15
56	24	24	14
57	21	22	4
58	20	23	12
59	21	22	11
60	14	18	10
61	20	21	11
62	14	16	9
63	44	55	12
64	33	39	11
65	24	32	16
66	55	69	28
67	25	28	20
68	21	22	17
69	16	17	13
70	11	12	9
71	11	12	11
72	14	14	12
73	14	14	11
74	19	21	11
75	14	18	10
75	12	12	1
