0	13
1	11
2	22
3	13
4	11
5	11
6	9
7	11
8	11
9	12
10	10
11	11
12	11
13	13
14	11
15	12
16	14
17	11
18	12
19	11
20	15
21	5
22	6
23	5
24	7
25	14
26	15
27	9
28	6
29	9
30	8
31	13
32	13
33	14
34	15
35	13
36	17
37	18
38	18
39	17
40	19
41	21
42	17
43	21
44	19
45	16
46	16
47	18
48	18
49	19
50	21
51	20
52	18
53	15
54	13
55	15
56	15
57	15
58	15
59	16
60	15
61	15
62	17
63	31
64	28
65	26
66	50
67	79
68	51
69	51
70	21
71	19
72	16
73	16
74	14
75	12
76	17
76	18
